Date ,Water meter Reading (m3),Daily Water consumption (m3),Water meter Reading Morning(m3),Water Consumption Night (m3),Boster pump discharge pressure Bar morning/evening,Remarks,Energy meter Readings MDB1 in KWH ADDC,MDB 01 DAILY CONSUMPTION in KWH,Energy meter Readings MDB2 in KWH ADDC,MDB 02 DAILY CONSUMPTION  in KWH,MDB01 & MDB 02 DAILY TOTAL UNIT  in KWH,MDB01 & MDB 02 DAILY TOTAL UNIT  in KWH,HR & Finance Office SMDB 05  in KWH,HR & Finance office Consumption  in KWH,Canteen FDB 04  in KWH,Canteen Second DB in KWH,Canteen Consumption in KWH,Admin FDB 05 in KWH,Admin Ext. DB in KWH,Admin Consumption in KWH,"HR,CANTEEN & ADMIN DAILY TOTAL in KWH",FACTORY DAILY CONSUMPTION  in KWH,FACTORY DAILY CONSUMPTION  in KWH for Daily KPI Disply presentation reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jan-24,79383.14,0,,,4.0/4.0,,1874518,0,1886172,0,0,0,189163,0,136337,169037,0,302052,389399,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jan-24,79751.11,367.97,,,4.0/4.0,,1879676,5158,1889594,3422,8580,8580,189361,198,136491,169295,412,302477,389890,916,1526,7054,7054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jan-24,79871.61,120.5,,,4.0/4.0,,1882683,3007,1891194,1600,4607,4607,189485,124,136590,169398,202,302622,390063,318,644,3963,3963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jan-24,79980.98,109.37,,,4.0/4.0,,1885675,2992,1892839,1645,4637,4637,189589,104,136682,169494,188,302770,390214,299,591,4046,4046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jan-24,80026.32,45.34,,,4.0/4.0,,1888291,2616,1893777,938,3554,3554,189730,141,136701,169594,119,302909,390364,289,549,3005,3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jan-24,80026.32,0,,,4.0/4.0,,1888291,0,1893777,0,0,0,189730,0,136701,169594,0,302909,390364,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jan-24,80026.32,0,,,4.0/4.0,,1888291,0,1893777,0,0,0,189730,0,136701,169594,0,302909,390364,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jan-24,80253.21,226.89,,,4.0/4.0,,1893039,4748,1896288,2511,7259,7259,189864,134,136965,169812,482,303226,390772,725,1341,5918,5918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jan-24,80332.52,79.31,,,4.0/4.0,,1895800,2761,1897393,1105,3866,3866,189959,95,137020,169891,134,303331,390860,193,422,3444,3444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jan-24,80433.42,100.9,,,4.0/4.0,,1898641,2841,1899029,1636,4477,4477,190072,113,137096,169991,176,303470,391270,549,838,3639,3639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jan-24,80533.46,100.04,,,4.0/4.0,,1901859,3218,1900469,1440,4658,4658,190105,33,137115,170021,49,303510,391110,-120,-38,4696,4696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jan-24,80610.43,76.97,,,4.0/4.0,,1904724,2865,1901406,937,3802,3802,190252,147,137205,170171,240,303720,391291,391,778,3024,3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-24,80610.43,0,,,4.0/4.0,,1904724,0,1901406,0,0,0,190252,0,137205,170171,0,303720,391291,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jan-24,80610.43,0,,,4.0/4.0,,1904724,0,1901406,0,0,0,190252,0,137205,170171,0,303720,391291,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jan-24,80651.37,40.94,,,4.0/4.0,,1910497,5773,1904214,2808,8581,8581,190437,185,137356,170434,414,304052,391762,803,1402,7179,7179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jan-24,80972.91,321.54,,,4.0/4.0,,1913442,2945,1905902,1688,4633,4633,190537,100,137452,170545,207,304207,391918,311,618,4015,4015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jan-24,81056.74,83.83,,,4.0/4.0,,1915892,2450,1907204,1302,3752,3752,190625,88,137521,170624,148,304325,392112,312,548,3204,3204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jan-24,81198.04,141.3,,,4.0/4.0,,1919700,3808,1909337,2133,5941,5941,190751,126,137601,170740,196,304494,392186,243,565,5376,5376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jan-24,81266.24,68.2,,,4.0/4.0,,1921769,2069,1910442,1105,3174,3174,190801,50,137668,170805,132,304579,392234,133,315,2859,2859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-24,81266.24,0,,,4.0/4.0,,1921769,0,1910442,0,0,0,190801,0,137668,170805,0,304579,392234,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jan-24,81266.24,0,,,4.0/4.0,,1921769,0,1910442,0,0,0,190801,0,137668,170805,0,304579,392234,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jan-24,81472.42,206.18,,,4.0/4.0,,1926707,4938,1913208,2766,7704,7704,190944,143,137863,171053,443,304896,392645,728,1314,6390,6390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jan-24,81598.32,125.9,,,4.0/4.0,,1929327,2620,1915018,1810,4430,4430,191027,83,137911,171141,136,305015,392762,236,455,3975,3975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jan-24,81692.12,93.8,,,4.0/4.0,,1932172.6,2845.6,1916465.3,1447.3,4292.9,4292.9,191094.06,67.06,137959.9,171224.7,132.6,305112.91,392880.44,216.35,416.01,3876.89,3876.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jan-24,81812,119.88,,,4.0/4.0,,1935241.7,3069.1,1917749.5,1284.2,4353.3,4353.3,191170.38,76.32,138020.8,171318.4,154.6,305247.28,393017.06,270.99,501.91,3851.39,3851.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jan-24,81891,79,,,4.0/4.0,,1937735.5,2493.8,1919002.8,1253.3,3747.1,3747.1,191284.45,114.07,138089.08,171410.92,160.8,305377.47,393162.09,275.22,550.09,3197.01,3197.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-24,81891,0,,,4.0/4.0,,1937735.5,0,1919002.8,0,0,0,191284.45,0,138089.08,171410.92,0,305377.47,393162.09,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jan-24,81891,0,,,4.0/4.0,,1937735.5,0,1919002.8,0,0,0,191284.45,0,138089.08,171410.92,0,305377.47,393162.09,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jan-24,82122.73,231.73,,,4.0/4.0,,1942467,4731.5,1921455,2452.2,7183.7,7183.7,191403,118.55,138334,171674,508,305761,393547,768.44,1394.99,5788.71,5788.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jan-24,82289.13,166.4,,,4.0/4.0,,1946211,3744,1923308,1853,5597,5597,191513,110,138464,171812,268,305963,393805,460,838,4759,4759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jan-24,82350.43,61.3,,,4.0/4.0,,1948518,2307,1924350,1042,3349,3349,191611,98,138517,171876,117,306063,393564,-141,74,3275,3275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Feb-24,82455.75,105.32,,,4.0/4.0,,1951203,2685,1925985,1635,4320,4320,191728,117,138594,171981,182,306212,394026,611,910,3410,3410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Feb-24,82553.76,98.01,,,4.0/4.0,,1953624,2421,1927210,1225,3646,3646,191810,82,138610,172100,135,306351,394180,293,510,3136,3136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Feb-24,82586.87,33.11,,,4.0/4.0,,1954102,478,1927500,290,768,768,191832,22,138620,172110,20,306368,394198,35,77,691,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Feb-24,82599.82,12.95,,,4.0/4.0,,1954360,258,1927689,189,447,447,191861,29,138628,172119,17,306398,394223,55,101,346,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Feb-24,82783.38,183.56,,,4.0/4.0,,1958271,3911,1929865,2176,6087,6087,192028,167,138795,172336,384,306804,394547,730,1281,4806,4806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Feb-24,82887.73,104.35,,,4.0/4.0,,1961653,3382,1931169,1304,4686,4686,192089,61,138868,172428,165,306966,394684,299,525,4161,4161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Feb-24,82995.17,107.44,,,4.0/4.0,,1965054,3401,1932586,1417,4818,4818,192189,100,138937,172523,164,307124,394811,285,549,4269,4269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Feb-24,83098.18,103.01,,,4.0/4.0,,1968116,3062,1933749,1163,4225,4225,192266,77,139007,172614,161,307291,394940,296,534,3691,3691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Feb-24,83192.08,93.9,,,4.0/4.0,,1971044,2928,1934772,1023,3951,3951,192349,83,139065,172700,144,307432,395062,263,490,3461,3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Feb-24,83242.08,50,,,4.0/4.0,,1972184,1140,1935572,800,1940,1940,192379,30,139075,172710,20,307554,395194,254,304,1636,1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-24,83381.08,139,,,4.0/4.0,,1974004,1820,1936072,500,2320,2320,192400,21,139086,172721,22,307680,395220,152,195,2125,2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-24,83431.21,50.13,,,4.0/4.0,,1975274,1270,1936766,694,1964,1964,192429,29,139184,172900,277,307828,395413,341,647,1317,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-24,83486.65,55.44,,,4.0/4.0,,1977476,2202,1937600,834,3036,3036,192453,24,139224,172956,96,307929,395443,131,251,2785,2785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-24,83596.12,109.47,,,4.0/4.0,,1980681,3205,1939092,1492,4697,4697,192565,112,139302,173053,175,308105,395589,322,609,4088,4088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-24,83691.44,95.32,,,4.0/4.0,,1983399,2718,1940675,1583,4301,4301,192683,118,139394,173153,192,308274,395759,339,649,3652,3652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-24,83827.88,136.44,,,4.0/4.0,,1985577,2178,1942009,1334,3512,3512,192823,140,139481,173253,187,308424,395917,308,635,2877,2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-24,83883.11,55.23,,,4.0/4.0,,1988459,2882,1943628,1619,4501,4501,192878,55,139569,173363,198,308565,396042,266,519,3982,3982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-24,83883.11,0,,,4.0/4.0,,1988459,0,1943628,0,0,0,192878,0,139569,173363,0,308565,396042,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-24,84095.79,212.68,,,4.0/4.0,,1992471,4012,1946062,2434,6446,6446,193069,191,139699,173567,334,308908,396387,688,1213,5233,5233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-24,84147.24,51.45,,,4.0/4.0,,1994342,1871,1946939,877,2748,2748,193099,30,139734,173618,86,308983,396428,116,232,2516,2516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Feb-24,84248.8,101.56,,,4.0/4.0,,1997313,2971,1948580,1641,4612,4612,193240,141,139803,173714,165,309142,396571,302,608,4004,4004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-24,84360.2,111.4,,,4.0/4.0,,2000242,2929,1949746,1166,4095,4095,193362,122,139868,173810,161,309297,396709,293,576,3519,3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Feb-24,84453.81,93.61,,,4.0/4.0,,2002380,2138,1950989,1243,3381,3381,193477,115,139937,173890,149,309437,396843,274,538,2843,2843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Feb-24,84544.76,90.95,,,4.0/4.0,,2003758,1378,1951587,598,1976,1976,193535,58,139978,173950,101,309560,396948,228,387,1589,1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-24,84565.89,21.13,,,4.0/4.0,,2004500,742,1951895,308,1050,1050,193540,5,140005,174000,77,309595,397110,197,279,771,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Feb-24,84709.57,143.68,,,4.0/4.0,,2006826,2326,1953455,1560,3886,3886,193617,77,140088,174102,185,309823,397192,310,572,3314,3314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Feb-24,84827.09,117.52,,,4.0/4.0,,2009633,2807,1955270,1815,4622,4622,193763,146,140166,174209,185,309985,397334,304,635,3987,3987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Feb-24,84918.34,91.25,,,4.0/4.0,,2012558,2925,1956197,927,3852,3852,193857,94,140236,174297,158,310143,397467,291,543,3309,3309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Feb-24,84988.34,70,,,4.0/4.0,,2016092,3534,1958117,1920,5454,5454,194032,175,140341,174433,241,310374,397697,461,877,4577,4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Mar-24,85100.28,111.94,,,4.0/4.0,,2017674,1582,1958799,682,2264,2264,194047,15,140361,174476,63,310430,397711,70,148,2116,2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-24,85174.38,74.1,,,4.0/4.0,,2019694,2020,1959622,823,2843,2843,194131,84,140422,174571,156,310556,397825,240,480,2363,2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Mar-24,85205.12,30.74,,,4.0/4.0,,2020151,457,1959988,366,823,823,194148,17,140470,174625,102,310654,397921,194,313,510,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Mar-24,85342.42,137.3,,,4.0/4.0,,2022758,2607,1961011,1023,3630,3630,194193,45,140503,174717,125,310800,398076,301,471,3159,3159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Mar-24,85433.13,90.71,,,4.0/4.0,,2025641,2883,1962611,1600,4483,4483,194294,101,140557,174815,152,310965,398225,314,567,3916,3916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Mar-24,85538.37,105.24,,,4.0/4.0,,2028775,3134,1964441,1830,4964,4964,194386,92,140606,174914,148,311098,398377,285,525,4439,4439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Mar-24,85656.87,118.5,,,4.0/4.0,,2031913,3138,1965255,814,3952,3952,194498,112,140649,175009,138,311226,398532,283,533,3419,3419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Mar-24,85767.82,110.95,,,4.0/4.0,,2034691,2778,1966000,745,3523,3523,194598,100,140720,175215,277,311452,398710,404,781,2742,2742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-24,85793.05,25.23,,,4.0/4.0,,2035513,822,1966102,102,924,924,194621,23,140800,175296,161,311500,398620,-42,142,782,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Mar-24,85910.09,117.04,,,4.0/4.0,,2038127,2614,1968395,2293,4907,4907,194679,58,140846,175308,58,311562,399000,442,558,4349,4349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-24,85957.99,47.9,,,4.0/4.0,,2040375,2248,1969239,844,3092,3092,194721,42,140885,175361,92,311638,399086,162,296,2796,2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-24,86052.82,94.83,,,4.0/4.0,,2043331,2956,1970727,1488,4444,4444,194819,98,140973,175462,189,311769,399250,295,582,3862,3862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Mar-24,86183.59,130.77,,,4.0/4.0,,2046368,3037,1971946,1219,4256,4256,194929,110,141052,175559,176,311888,399420,289,575,3681,3681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Mar-24,86236.75,53.16,,,4.0/4.0,,2048877,2509,1973436,1490,3999,3999,195021,92,141127,175660,176,312010,399568,270,538,3461,3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-24,86316.78,80.03,,,4.0/4.0,,2051156,2279,1974529,1093,3372,3372,195109,88,141202,175700,115,312120,399689,231,434,2938,2938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-24,86416.98,100.2,,,4.0/4.0,,2053214,2058,1975998,1469,3527,3527,195191,82,141231,175850,179,312305,399780,276,537,2990,2990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-24,86421.12,4.14,,,4.0/4.0,,2053621,407,1976121,123,530,530,195226,35,141239,175856,14,312320,399789,24,73,457,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar-24,86593.88,172.76,,,4.0/4.0,,2055685,2064,1977926,1805,3869,3869,195306,80,141368,176020,293,312423,400176,490,863,3006,3006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar-24,86711.25,117.37,,,4.0/4.0,,2058838,3153,1979664,1738,4891,4891,195457,151,141464,176143,219,312564,400390,355,725,4166,4166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar-24,86830.51,119.26,,,4.0/4.0,,2061432,2594,1981425,1761,4355,4355,195606,149,141554,176267,214,312705,400588,339,702,3653,3653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-24,87036.21,205.7,,,4.0/4.0,,2064015,2583,1983170,1745,4328,4328,195746,140,141644,176386,209,312850,400786,343,692,3636,3636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-24,87216.12,179.91,,,4.0/4.0,,2066174,2159,1984574,1404,3563,3563,195849,103,141712,176479,161,312952,400940,256,520,3043,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-24,87298.12,82,,,4.0/4.0,,2067877,1703,1985895,1321,3024,3024,195891,42,141798,176512,119,313095,401201,404,565,2459,2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-24,87299.51,1.39,,,4.0/4.0,,2068798,921,1986715,820,1741,1741,195925,34,141886,176726,302,313180,401336,220,556,1185,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar-24,87414.51,115,,,4.0/4.0,,2071016,2218,1988540,1825,4043,4043,196028,103,141948,176797,133,313269,401425,178,414,3629,3629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-24,87462.41,47.9,,,4.0/4.0,,2073898,2882,1990225,1685,4567,4567,196185,157,142031,176911,197,313416,401624,346,700,3867,3867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-24,87570.32,107.91,,,4.0/4.0,,2076617,2719,1991819,1594,4313,4313,196285,100,142102,177015,175,313547,401805,312,587,3726,3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Mar-24,87674.07,103.75,,,4.0/4.0,,2079307,2690,1993496,1677,4367,4367,196405,120,142175,177117,175,313671,401966,285,580,3787,3787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-24,87841.82,167.75,,,4.0/4.0,,2082034,2727,1995350,1854,4581,4581,196499,94,142238,177212,158,313863,402254,480,732,3849,3849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Mar-24,87866.82,25,,,4.0/4.0,,2082632,598,1995620,270,868,868,196531,32,142252,177290,92,313900,402300,83,207,661,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-24,87891.23,24.41,,,4.0/4.0,,2083220,588,1995998,378,966,966,196554,23,142278,177310,46,313951,402340,91,160,806,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-24,88063.32,172.09,,,4.0/4.0,,2086012,2792,1997398,1400,4192,4192,196618,64,142376,177463,251,314148,402522,379,694,3498,3498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-24,88179.88,116.56,,,4.0/4.0,,2089138,3126,1999111,1713,4839,4839,196711,93,142458,177564,183,314274,402688,292,568,4271,4271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-24,88303.85,123.97,,,4.0/4.0,,2092401,3263,2000773,1662,4925,4925,196892,181,142544,177669,191,314411,402870,319,691,4234,4234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Apr-24,88423.41,119.56,,,4.0/4.0,,2095542,3141,2002522,1749,4890,4890,197016,124,142620,177785,192,314532,403045,296,612,4278,4278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Apr-24,88632.12,208.71,,,4.0/4.0,,2098005,2463,2004989,2467,4930,4930,197100,84,142752,177980,327,314689,403320,432,843,4087,4087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Apr-24,88714.14,82.02,,,4.0/4.0,,2101000,2995,2006125,1136,4131,4131,197130,30,142800,178000,68,314741,403421,153,251,3880,3880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-24,88812.68,98.54,,,4.0/4.0,,2101149,149,2006780,655,804,804,197183,53,142854,178021,75,314857,403528,223,351,453,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Apr-24,88902.12,89.44,,,4.0/4.0,,2102630,1481,2007321,541,2022,2022,197241,58,142888,178120,133,314888,403549,52,243,1779,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Apr-24,88949.99,47.87,,,4.0/4.0,,2104691,2061,2008626,1305,3366,3366,197284,43,142954,178202,148,314967,403667,197,388,2978,2978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Apr-24,88991.21,41.22,,,4.0/4.0,,2104691,0,2008626,0,0,0,197284,0,142954,178202,0,314967,403667,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Apr-24,89128.98,137.77,,,4.0/4.0,,2104691,0,2008626,0,0,0,197284,0,142954,178202,0,314967,403667,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-24,89259.23,130.25,,,4.0/4.0,,2104691,0,2008626,0,0,0,197284,0,142954,178202,0,314967,403667,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Apr-24,89421.03,161.8,,,4.0/4.0,,2104691,0,2008626,0,0,0,197284,0,142954,178202,0,314967,403667,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-24,89456.03,35,,,4.0/4.0,,2107722,3031,2013133,4507,7538,7538,197347,63,143260,178698,802,315415,404368,1149,2014,5524,5524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Apr-24,89469.69,13.66,,,4.0/4.0,,2110376,2654,2014904,1771,4425,4425,197466,119,143336,178772,150,315536,404482,235,504,3921,3921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-24,89469.69,0,,,4.0/4.0,,2110376,0,2014904,0,0,0,197466,0,143336,178772,0,315536,404482,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Apr-24,89469.69,0,,,4.0/4.0,,2110376,0,2014904,0,0,0,197466,0,143336,178772,0,315536,404482,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Apr-24,89469.69,0,,,4.0/4.0,,2110376,0,2014904,0,0,0,197466,0,143336,178772,0,315536,404482,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-24,89469.69,0,,,4.0/4.0,,2110376,0,2014904,0,0,0,197466,0,143336,178772,0,315536,404482,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Apr-24,89785.23,315.54,,,4.0/4.0,,2115748,5372,2018895,3991,9363,9363,197466,0,143336,178772,0,315536,404872,390,390,8973,8973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-24,90088.23,303,,,4.0/4.0,,2119099,3351,2021281,2386,5737,5737,197767,301,143685,179247,824,315536,405061,189,1314,4423,4423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Apr-24,90218.22,129.99,,,4.0/4.0,,2122176,3077,2023890,2609,5686,5686,197901,134,143777,179326,171,315536,405148,87,392,5294,5294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Apr-24,90277.38,59.16,,,4.0/4.0,,2125560,3384,2026316,2426,5810,5810,198101,200,143936,179470,303,315843,405353,512,1015,4795,4795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Apr-24,90434.07,156.69,,,4.0/4.0,,2128960,3400,2029105,2789,6189,6189,198301,200,144059,179608,261,316063,405560,427,888,5301,5301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Apr-24,90573.62,139.55,,,4.0/4.0,,2132253,3293,2031826,2721,6014,6014,198495,194,144162,179746,241,316283,405747,407,842,5172,5172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-24,90696.99,123.37,,,4.0/4.0,,2135146,2893,2034592,2766,5659,5659,198640,145,144255,179866,213,316482,405902,354,712,4947,4947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr-24,90696.99,0,,,4.0/4.0,,2135146,0,2034592,0,0,0,198640,0,144255,179866,0,316482,405902,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-24,90696.99,0,,,4.0/4.0,,2135146,0,2034592,0,0,0,198640,0,144255,179866,0,316482,405902,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Apr-24,91065.25,368.26,,,4.0/4.0,,2141175,6029,2040025,5433,11462,11462,198973,333,144586,180236,701,317029,406353,998,2032,9430,9430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
